Intérprete,Código,Título
Johnny Cash,62440,Luther Played The Boogie
Johnny Cash,62441,Man In Black
Johnny Cash,62442,"One On The Right Is On The Left, The"
Johnny Cash,62443,One Piece At A Time
Johnny Cash,62444,Oney
Johnny Cash,62445,Orange Blossom Special
Johnny Cash,62446,Ring Of Fire
Johnny Cash,62447,San Quentin (Live)
Johnny Cash,62448,So Doggone Lonesome
Johnny Cash,62449,Sunday Morning Coming Down
Johnny Cash,62450,There You Go
Johnny Cash,62451,"Thing Called Love, A"
Johnny Cash,62452,Understand Your Man
Johnny Cash,62453,"Ways Of A Woman In Love, The"
Johnny Cash,62454,What Is Truth
Johnny Cash,69764,The One On The Right Is On The Left
Johnny Cash,19733,Folsom Prison Blues
Johnny Cash E Dave Matthews,62415,For You
Johnny Cash E Fiona Apple,62416,Father E Son
Johnny Cash E June,62417,Jackson
Johnny Cash E Waylon Jennings,62419,There Ain'T No Good Chain Gang
Johnny Gill,69765,"My, My, My"
Johnny Gill,69766,You For Me (The Wedding Song)
Johnny Hates Jazz,69767,Shattered Dreams
Johnny Horton,69768,North To Alaska
Johnny Horton,4561,All For The Love Of A Girl
Johnny Lee,62455,Lookin' For Love
Johnny Marolla,69769,Cerveja Da Saudade
Johnny Marolla,69770,Na Mesma Faculdade
Johnny Mathis,62457,All The Way
Johnny Mathis,62458,"Certain Smile, A"
Johnny Mathis,62459,Chances Are
Johnny Mathis,62461,It'S Not For Me To Say
Johnny Mathis,62463,Stranger In Paradise
Johnny Mathis,62464,When A Child Is Born
Johnny Mathis,69771,"Hold Me, Thrill Me, Kiss Me"
Johnny Mathis,2555,My Love For You
Johnny Mathis,2565,Gina
Johnny Mathis,2575,Evie
Johnny Mathis,4594,Misty
Johnny Mathis,9082,A Certain Smile
Johnny Mathis E Deniece Williams,62456,"Too Much, Too Little, Too Late"
Johnny Nash,2609,I Can See Clearly Now
Johnny Otis Show,69772,Hand Jive
Johnny Paycheck,69773,A-11
Johnny Paycheck,69774,"Friend, Lover, Wife"
Johnny Paycheck,69775,I'M The Only Hell (Mama Ever Raised)
Johnny Paycheck,69776,Song And Dance Man
Johnny Preston,62465,Cradle Of Love
Johnny Preston,69777,Running Bear
Johnny Rivers,62467,"Tracks Of My Tears, The"
Johnny Rivers,69780,The Tracks Of My Tears
Johnny Rivers,2579,Summer Rain
Johnny Rivers,4699,Do You Wanna Dance
Johnny Rivers,5967,Secret Agent Man
Johnny Rivers,9154,Poor Side Of Town
Johnny Rivers,19786,It S Too Late
Johnny Rodriguez,69781,Dance With Me (Just One More Time)
Johnny Rodriguez,69782,I Couldn'T Be Me Without You
Johnny Rodriguez,69783,I Wonder If I Ever Said Goodbye
Johnny Rodriguez,69784,We Believe In Happy Endings
Johnny Rodriguez,69785,We'Re Over
Johnny Russell,69786,"Rednecks, White Socks And Blue Ribbon Beer"
Johnny Rzeznik,69787,I'M Still Here (Jim'S Theme)
Jojo,5931,Leave (Get Out)
Jojo,5993,Too Litle Too Late
JOJO,97380,ANYTHING
JOJO,97381,BABY IT'S YOU
JOJO,97382,NOT THAT KINDA GIRL
Jolie E The Wanted,69788,Boom
Jon Anderson E Vangelis,69789,Deborah
Jon Bon Jovi,19262,Midnight In Chelsea
Jon Bon Jovi,19296,"Janie, Don'T Take Your Love To Town"
Jon Bon Jovi,20160,MIRACLE
Jon Secada,62468,E Shanice - If I Never Knew You
Jon Secada,62469,- I'M Free
Jon Secada,62473,Otro Dia Mas Sin Verte
Jon Secada,62474,Si Te Vas
Jon Secada,5891,Do You Believe In Us
Jon Secada,5921,If You Go
Jon Secada,5928,Just Another Day Without You
Jon Secada,19353,Too Late Too Soon
Jon Secada,19423,Angel
Jonas Brothers,62476,Burnin' Up
Jonas Brothers,62477,Don'T Take My Heart E Put It On A Shelf
Jonas Brothers,62478,Goodnight And Goodbye
Jonas Brothers,62479,Got Me Going Crazy
Jonas Brothers,62480,Hello Beautiful
Jonas Brothers,62481,Hold On
Jonas Brothers,62482,I Am What I Am
Jonas Brothers,62483,Just Friends
Jonas Brothers,62485,Lovebug
Jonas Brothers,62486,Mandy
Jonas Brothers,62487,One Day At A Time
Jonas Brothers,62488,One Man Show
Jonas Brothers,62489,Please Be Mine
Jonas Brothers,62490,Pushing Me Away
Jonas Brothers,62491,S.O.S.
Jonas Brothers,62492,Still In Love With You
Jonas Brothers,62493,Tonight
Jonas Brothers,62494,Video Girl
Jonas Brothers,62496,You Just Don'T Know It
Jonas Brothers,69790,Paranoid
Jonas Brothers,2594,Kids Of The Future
Jonas Brothers,2597,When You Look Me In The Eyes
Jonas Brothers,20117,POM POMS
JONAS BROTHERS,97383,A LITTLE BIT LONGER
Jonas E Jp Cooper Blue,62475,Perfect Strangers
Jonathan Singleton E The Grove,69791,Look Who'S Back In Love
Jonny Lang,2649,Lie To Me
Jordin Sparks,19554,One Step At Time
Jordin Sparks - Chris Brown,19946,No Air
Jordin Sparks E Chris Brown,62497,No Air
Jorge Cafrune,8200,Zamba De Mi Esperanza
Jorge Falcon,8865,Cuando Estemos Viejos
Jorja Smith,73646,Gone
José A Jiménez,8109,Boca Dulce Boca
Jose Feliciano,4598,Once There Was A Love
José Luis Perales,8459,Me Han Contado Que Existe Un Paraiso
Jose Luis Rodriguez,62498,Voy A Conquistarte
José Luis Rodriguez,8217,Diosito Santo
José Velez,8172,Procuro Olvidarte
Josh Gracin,69792,Telluride
Josh Gracin,69793,We Weren'T Crazy
Josh Groban,62499,Broken Vow
Josh Groban,62500,Caruso
Josh Groban,62501,Cinema Paradiso
Josh Groban,62502,Gira Con Me
Josh Groban,62503,Hymne A L'Amour
Josh Groban,62504,"Jesu, Joy Of A Man'S Desiring"
Josh Groban,62505,Let Me Fall
Josh Groban,62506,Mi Macherai
Josh Groban,62507,Per Te
Josh Groban,62508,Si Volvieras A Mi
Josh Groban,62509,To Where You Are
Josh Groban,62510,Un Amore Per Sempre
Josh Groban,62511,"Vincent (Starry, Starry Night)"
Josh Groban,62512,You Raise Me Up
Josh Groban,62513,You'Re Still You
Josh Groban,69794,O Holy Night
Josh Groban,19164,Brave
Josh Groban,20010,You Raise Me Up
Josh Thompson,69795,Cold Beer With Your Name On It
Josh Thompson,69796,Way Out Here
Josh Turner,69798,What It Ain'T
Josh Turner,69799,Would You Go With Me
Josh Turner,19855,Your Man
Josh Turner (W  Ralph Stanley),69797,Me And God
Joshua Kadison,8959,Beautiful In My Eyes Guia Vocal
Joshua Kadison,8971,Beautiful In My Eyes
Joss Stone,62515,All The King'S Horses
Joss Stone,62516,"Chokin' Kind, The"
Joss Stone,62517,Dirty Man
Joss Stone,62518,Don'T Cha Wanna Ride
Joss Stone,62519,Fell In Love With A Boy
Joss Stone,62520,For The Love Of You (Parts 1 E 2)
Joss Stone,62521,I Had A Dream
Joss Stone,62522,I'Ve Fallen In Love With You
Joss Stone,62523,Jet Lag
Joss Stone,62525,Some Kind Of Wonderful
Joss Stone,62526,Spoiled
Joss Stone,62528,Victim Of A Foolish Heart
Joss Stone,62529,You Had Me
Joss Stone,19752,Super Duper Love (Are You Diggin' On Me)
Joss Stone,19829,Right To Be Wrong
Joss Stone E Common,62514,Tell Me What We'Re Gonna Do Now
Journey,62530,After The Fall
Journey,62531,Anytime
Journey,62532,Anyway You Want It
Journey,62533,Be Good To Yourself
Journey,62535,Faithfully
Journey,62536,Feeling That Way
Journey,62537,Girl Can'T Help It
Journey,62538,I'Ll Be Alright Without You
Journey,62539,If He Should Break Your Heart
Journey,62540,Just The Same Way
Journey,62541,Lights
Journey,62542,"Lovin', Touchin', Squeezin'"
Journey,62543,Message Of Love
Journey,62544,Only The Young
Journey,62545,Open Arms
Journey,62546,Send Her My Love
Journey,62547,Separate Ways (Worlds Apart)
Journey,62548,Still They Ride
Journey,62549,Stone In Love
Journey,62550,Suzanne
Journey,62551,The Girl Can'T Help It
Journey,62552,Walks Like A Lady
Journey,62553,Wheel In The Sky
Journey,62554,When You Love A Woman
Journey,62555,Who'S Crying Now
Journey,19171,Don'T Stop Believin'
JOURNEY,97384,DON'T STOP BELIEVING
JOURNEY,97385,SEPARATE WAYS
Joy Division,62556,Love Will Tear Us Apart
Juan Carlos Baglietto,8031,Desencuentro
Juan Carlos Baglietto,8160,Naranjo En Flor
Juan Carlos Baglietto,8376,Se Fuerza La Maquina
Juan Carlos Baglietto,8414,Carta De Un Leon A Otro
Juan Carlos Baglietto,8554,Eclipse De Mar
Juan Carlos Baglietto,8751,Era En Abril
Juan L.Guerra,8112,Burbujas De Amor
Juan Luis Guerra,62557,Bachata Rosa
Juan Luis Guerra,62558,Burbujas De Amor
Juan Luis Guerra,62559,La Bilirrubina
Juan Luis Guerra,62560,Ojala Que Llueva Cafe
Juan Luis Guerra,8259,Ojala Que Llueva Cafe
Juan Luis Guerra,8546,Bachata Rosa
Juan Luis Guerra,8600,La Bilirrubina
Juan Y Juan,8863,Bailando En Una Pata
Juanes,62561,A Dios Le Pido
Juanes,62562,Volverte A Ver
Juanes,8444,Fijate Bien
Juanes,8501,A Dios Le Pido
Juanes,8674,Fotografia
Judas Priest,62563,Breaking The Law
Judas Priest,62564,"Hellion Electric Eye, The"
Judas Priest,62565,Night Crawler
Judas Priest,62566,Revolution
Judas Priest,62567,Screaming For Vengeance
Judas Priest,62568,Turbo Lover
"Judds, The",62569,Mama He'S Crazy
Judy Garland,69801,Somewhere Over The Rainbow
Judy Garland,69802,The Trolley Song
Judy Garland,9152,Over The Rainbow
Juice Newton,69803,Angel Of The Morning
Juice Newton,69804,Queen Of Hearts
Juice Newton,69805,You Make Me Want To Make You Mine
Julia Zenko,8254,No Hago Otra Cosa Que Pensar En Ti
Julia Zenko,8636,Chiquilin De Bachin
Julia Zenko,8678,Los Pajaros Perdidos
Julia Zenko,8708,Con Las Alas Del Alma
Julia Zenko,8825,Barco Quieto
JULIAN LENNON,97386,SALTWATER
Julie Andrews,4512,Do Re Mi
Julie Andrews,4513,Edelweiss
Julie Reeves,69806,It'S About Time
Julie Roberts,69807,Wake Up Older
Julio Iglesias,62574,A Veces Tu Veces Yo
Julio Iglesias,62575,Abrazame
Julio Iglesias,62576,Agua Dulce Agua Sala
Julio Iglesias,62577,"Amor, Amor, Amor"
Julio Iglesias,62578,Anos
Julio Iglesias,62579,Bamboleo
Julio Iglesias,62580,Begin The Beguine
Julio Iglesias,62581,Caminito
Julio Iglesias,62582,Cucurucu Paloma
Julio Iglesias,62583,De Nina A Mujer
Julio Iglesias,62584,El Amor
Julio Iglesias,62585,Gozar La Vida
Julio Iglesias,62586,Hey
Julio Iglesias,62587,La Cumparsita
Julio Iglesias,62588,Manuela
Julio Iglesias,62589,Me Olvide De Vivir
Julio Iglesias,62590,No Llores Mi Amor
Julio Iglesias,62591,Por El Amor De Una Mujer
Julio Iglesias,62592,Por Un Poco De Tu Amor
Julio Iglesias,62593,Quiero
Julio Iglesias,62594,Solamente Una Vez
Julio Iglesias,62595,Somos
Julio Iglesias,62596,Soy Un Truhan Soy Un Senor
Julio Iglesias,62597,Y Aunque Te Haga Caor
Julio Iglesias,73163,Jurame
Julio Iglesias,73164,O Que Me Queres
Julio Iglesias,73165,Pensami
Julio Iglesias,4667,Crazy
Julio Iglesias,8201,"Agua Dulce, Agua Sala"
Julio Iglesias,8344,Lo Mejor De Tu Vida
JULIO IGLESIAS,97387,CRAZY
JULIO IGLESIAS,97388,INNAMORARSI ALLA MIA ETA
JULIO IGLESIAS,97389,PENSAMI
JULIO IGLESIAS,97390,QUANDO SI MA DAVVERO
JULIO IGLESIAS,97391,SE MI LASCI NON VALE
JULIO IGLESIAS,97392,SONO UM PIRATA SONO UM SIGNORE
Julio Iglesias E Alejandro Fernandez,62570,"Dos Corazones, Dos Historias"
Julio Iglesias E Dolly Parton,62571,When You Tell Me That You Love Me
Julio Iglesias E Willie Nelson,62572,To All The Girls L'Ve Loved Before
Julio Iglesias E Willie Nelson,69808,Don'T Mess With My Toot Toot
Julio Iglesias Y Pedro Vargas,62598,Felicidades
Julio Sosa,8042,En Esta Tarde Gris
Julio Sosa,8132,El Firulete
Julio Sosa,8134,El Ultimo Cafe
Julio Sosa,8152,Maria
Julio Sosa,8156,Milonga Del 900
Julio Sosa,8173,Que Me Van A Hablar De Amor
Julio Sosa,8193,Uno
Jump5,69809,Beauty And The Beast
Junior,20095,EXCUSE ME
Justin Bieber,52554,Company
Justin Bieber,52556,Mistletoe
Justin Bieber,52557,One Less Lonely Girl
Justin Bieber,69810,All Bad
Justin Bieber,69811,Bad Day
Justin Bieber,69812,Change Me
Justin Bieber,69813,Hold Tight
Justin Bieber,69814,Roller Coaster
Justin Bieber,2522,Baby
Justin Bieber,19001,Boyfriend
Justin Bieber,19064,One Time
Justin Bieber,19365,What Do You Mean
Justin Bieber,19409,Sorry
Justin Bieber,19443,Love Yourself
Justin Bieber,19897,Let Me Love You
Justin Bieber,73367,Hold On
Justin Bieber,73435,Where Do I Fit In Ft. Tori Kelly Chandler Moore Judah Smith
Justin Bieber,20462,COMPANY
JUSTIN BIEBER,97393,BABY
JUSTIN BIEBER,97394,BOYFRIEND
JUSTIN BIEBER,97395,LIVE MY LIFE
JUSTIN BIEBER,97396,LOVE ME
JUSTIN BIEBER,97397,NEVER LET YOU GO
JUSTIN BIEBER,97398,ONE TIME
JUSTIN BIEBER,97399,SOMEBORY TO LOVE
JUSTIN BIEBER,97400,U SMILE
JUSTIN BIEBER,97401,FA LA LA
Justin Bieber - Quavo,20016,Intentions
Justin Bieber E Big Sean,52561,As Long As You Love Me
Justin Bieber E Dj Snake,62599,Let Me Love You
Justin Bieber E Jaden Smith,52562,Never Say Never
Justin Bieber E Jaden Smith,62600,Never Say Never
"Justin Bieber, R. Kelly",69815,Pyd
Justin Moore,69816,Back That Thing Up
Justin Moore,69817,Backwoods
Justin Moore,69818,Lettin' The Night Roll
Justin Moore,69819,Til My Last Day
"Justin Moore, Miranda Lambert",69820,Old Habits
Justin Timberlake,52565,Can_T Stop This Feeling
Justin Timberlake,52566,Cry Me A River
Justin Timberlake,52568,My Love
Justin Timberlake,52571,Tko
Justin Timberlake,62609,Like I Love You
Justin Timberlake,2510,Rock Your Body
Justin Timberlake,2629,Sexy Back
Justin Timberlake,2635,What Goes Around Comes Around
Justin Timberlake,19439,Mirrors
Justin Timberlake,19801,Cant Stop The Feeling
JUSTIN TIMBERLAKE,97402,I'M LOVIN'
JUSTIN TIMBERLAKE,97403,ROCK YOUR BODY
JUSTIN TIMBERLAKE,97404,SENORITA
JUSTIN TIMBERLAKE,97405,STILL ON MY BRAIN
JUSTIN TIMBERLAKE,97406,WHAT GOES AROUND COMES AROUND
Justin Timberlake - Chris Stapleton,19831,Say Something
Justin Timberlake - Sza,20057,The Other Side
Jypsi,69821,I Don'T Love You Like That
Jyukai,18501,Komoriuta
K (Kei),2381,Only Human
K. T. Oslin,69823,Do Ya
K. T. Oslin,69824,Hey Bobby
K. T. Oslin,69825,Hold Me
K. T. Oslin,69826,I'Ll Always Come Back
K. T. Oslin,69827,Mary And Willie
K.C. & THE SUNSHINE BAND,97407,GET DOWN TONIGHT
K.C. & THE SUNSHINE BAND,97408,I'M YOUR BOOGIE MAN
K.C. & THE SUNSHINE BAND,97409,KEEP IT COMING
K.C. E The Sunshine Band,62613,Give It Up
K.C. E The Sunshine Band,62614,Please Don'T Go
K.C. E The Sunshine Band,62615,Shake Your Booty (Shake Shake Shake)
K.C. E The Sunshine Band,62616,"Yes, I Am Ready"
K.D. Lang,69828,Big Big Love
K.D. Lang,69830,Down To My Last Cigarette
K.D. Lang,69831,"Lock, Stock And Teardrops"
K.D.Lang,9098,Constant Craving
K.Kaori-G.Natsuko-S.Fuyumi-N.Yoko-F.Ayako,18339,Kokoro No Ito
K.T. Oslin,69832,Didn'T Expect It To Go Down This Way
K.T. TUNSTALL,97410,BLACK HORSE & THE CHERRY TREE
K.T. TUNSTALL,97435,BLACK HORSE & THE CHERRY TREE ( REMIX )
K.T. TUNSTALL,97437,SUDDENLY I SEE
Kadokawa Hiroshi,2149,Mayoi Yuki
Kadokawa Hiroshi,5079,Omamori
Kadokawa Hiroshi,5231,Akiramete Onna
Kadokawa Hiroshi,5238,Hitori Sapporo
Kadokawa Hiroshi,5291,Namida Gurashi
Kadokawa Hiroshi,5302,Usso Demo Iino
Kadokawa Hiroshi,5309,Yurushite Kudassai
Kadokawa Hiroshi,5455,Ryuhyo Missaki
Kadokawa Hiroshi,18368,Haru No Yuki
Kadokawa Hiroshi,18523,Jouyatoh
Kadokura Yuki,2034,Kita No Eki
Kadokura Yuki,2270,J
Kadokura Yuki,2382,Onna No Bohkyohka
Kadokura Yuki,5435,Nora
Kadokura Yuki,5706,Himawari
Kadokura Yuki,18208,Goodbye
Kael Vilella,69833,Assassina Da Balada
Kagami Goroh,2125,Awayuki No Hashi
Kagami Goroh,2129,Echizen Shigure
Kagami Goroh,2154,Naniwa Ninjoh
Kagami Goroh,2157,Oshidori Jinsei
Kagami Goroh,2171,Izu No Watari Dori
Kagami Goroh,2275,Katakoi Shigure
Kagami Goroh,18384,Omae O Hanasanai
Kagami Goroh,18508,Ryuu Ni Nare
Kagami Goroh,18548,Otoko Gokoro
Kagami Goroh,18600,Yume Kabuki
Kagami Goroh,18612,Chigiri Zake
Kageyama Hironobu,18448,Dengeki Sentai Changeman
Kageyama Hironobu,18469,Never Stop Changeman
Kahala Tomomi,5748,Love Brace
Kaho Shimada,5245,Kimi Ni Dekiru Koto (Lady In Red)
Kaho Shimada,5266,Waiting For You
Kaho Shimada,5269,Yume Wa Tomaranai
Kaientai,18268,Okuru Kotoba
Kaiser Chiefs,20150,RUBY
Kamen Rider Black,72149,Classica
Kamen Rider Black Rx,72150,Classica
Kamon Ryo,2054,Mujoh No Blues
Kamon Ryo,2159,Reiko
Kamon Ryo,5816,Tabibito
Kan,5102,Aiwa Katsu
Kanazawa Akiko,2314,Yuki Yosare
Kandi,69834,Don'T Think I'M Not
Kaneda Tatsue,2329,Hana Machi No Haha
Kanmuri Jiro,2161,Aniki
Kanmuri Jiro,2292,Ore No Furusato
Kanmuri Jiro,5077,Nebuta Otoko Hada
Kanmuri Jiro,5212,Nindyo Sakaba
Kanmuri Jiro,5339,Booroh No Hate
Kanmuri Jiro,5429,Mussashi
Kanmuri Jiro,5752,Manten No Hoshi
Kanmuri Jiro,18336,Jinsei Yume Daiko
Kanmuri Jiro,18475,Sakaba
Kanmuri Jiro,18566,Bravo Suikoden
Kansas,62617,Carry On Wayward Son
Kansas,4575,Dust In The Wind
Kapanga,8434,El Universal
KARA FABIAN,97462,LOVE BY GRACE
Karen Rodriguez,69835,Happy April Fools
Karen Rodriguez,69836,La Tonta De Abril
Karol Sevilla,73548,Yo No Creo En Los Hombres
Karol Sevilla E Dany Martins,73549,A Bailar
Karyn White,69837,Can I Stay With You
"Kaskade, Project 46",69838,Last Chance
Kasuga Hachiro,5491,Wakare No Ippon Sugui
Kate Bush,19157,Wuthering Heights
Kate Bush,20063,Babooshka
KATE BUSH,97411,WUTHERING HEIGHTS
Kate Nash,62618,Foundations
Kate Nash,62619,Mouthwash
Kate Nash,69839,Merry Happy
KATE PERRY,97412,FIREWORK
KATE PERRY,97413,HOT N' COLD
KATE PERRY,97414,I KISSED A GIRL
KATE PERRY,97415,LAST FRIDAY NIGHT
KATE PERRY,97416,PART OF ME
KATE PERRY,97417,TEENAGE DREAMS
KATE PERRY,97418,THE ONE THAT GOT AWAY
KATE PERRY,97419,WAKING UP IN VEGAS
Kate Smith,69840,God Bless America
Kate Voegele,69841,You Can'T Break A Broken Heart
Kathy Mattea,69842,455 Rocket
Kathy Mattea,69843,A Few Good Things Remain
Kathy Mattea,69844,Asking Us To Dance
Kathy Mattea,69845,Clown In Your Rodeo
Kathy Mattea,69846,Come From The Heart
Kathy Mattea,69847,Goin' Gone
Kathy Mattea,69848,Life As We Knew It
Kathy Mattea,69849,Lonesome Standard Time
Kathy Mattea,69850,Maybe She'S Human
Kathy Mattea,69851,She Came From Ft. Worth
Kathy Mattea,69852,Standing Knee Deep In A River (Dying Of Thirst)
Kathy Mattea,69853,The Battle Hymn Of Love
Kathy Mattea,69854,The Star
Kathy Mattea,69855,Time Passes By
Kathy Mattea,69856,Trouble With Angels
Kathy Mattea,69857,Untold Stories
Kathy Mattea,69858,Walk The Way The Wind Blows
Kathy Mattea,69859,Whole Lotta Holes
Katie Melua,62620,Closest Thing To Crazy
Katie Sky,73368,Monsters
Kato Tokiko,18436,Shiretoko Ryojo
Kato Tokiko,18575,Hyakuman Bon No Bara
Katoh Miliyah,2006,I Will
Katoh Miliyah,18213,Last Love
Katrina And The Waves,52584,Walking On Sunshine
Katsuki Nana,2268,Inochi Bune
Katunga,8938,Veo Veo
Katy Perry,52586,E T
Katy Perry,52592,Peacock
Katy Perry,62621,Birthday
Katy Perry,62627,"One That Got Away, The"
Katy Perry,62629,Rise
Katy Perry,62633,Wide Awake
Katy Perry,69860,Dark Horse
Katy Perry,2607,Hot N Cold
Katy Perry,2610,I Kissed A Girl
Katy Perry,2637,Waking Up In Vegas
Katy Perry,19003,Firework
Katy Perry,19013,Part Of Me
Katy Perry,19022,The One That Got Away
Katy Perry,19044,California Gurls
Katy Perry,19059,Last Friday Night (T.G.I.F.)
Katy Perry,19072,Teenage Dream
Katy Perry,19189,Roar
Katy Perry,19444,Unconditionally
Katy Perry,19724,Chained To The Rhythm
Katy Perry,19865,Thinking Of You
Katy Perry,20187,WIDE AWAKE
Katy Perry,20383,ET
Katy Perry,20434,BIRTHDAY
Katy Perry - Juicy J.,19168,Dark Horse
Kawai Naoko,18294,Half Moon Serenade
Kawamura Kaori,5239,I'Ll Be There
Kawamura Kaori,18557,Tsubasa O Kudasai
Kawanaka Miyuki,2075,Oshoro Kaigan Wakare Yuki
Kawanaka Miyuki,2089,Nirinsoh
Kawanaka Miyuki,2132,Futari No Haru
Kawanaka Miyuki,2133,Futari No Kizuna
Kawanaka Miyuki,2139,Haru Futari
Kawanaka Miyuki,2195,Usu - Yuki Soh
Kawanaka Miyuki,2278,Kitayama Shigure
Kawanaka Miyuki,2351,Naniwa Akari
Kawanaka Miyuki,2377,Naniwa No Onna
Kawanaka Miyuki,2391,Taiga No Nagare
Kawanaka Miyuki,2397,Uta Hitosuji
Kawanaka Miyuki,5051,Futari Zake
Kawanaka Miyuki,5104,Anata Hitosuzi
Kawanaka Miyuki,5351,Ekimae Sakaba
Kawanaka Miyuki,5489,Tyotin No Hana
Kawanaka Miyuki,5495,Yarazu No Ame
Kawanaka Miyuki,5499,Yowassete
Kawanaka Miyuki,5649,Yuyake No Uta
Kawanaka Miyuki,5728,Kibune No Yado
Kawanaka Miyuki,5730,Kimikagesou
Kawanaka Miyuki,18244,Bungo Suidoh
Kawanaka Miyuki,18375,Kimi Kage Soh ~ Suzuran
Kawanaka Miyuki,18467,Nagasaki No Ame
Kawanaka Miyuki,18514,Toro Nagashi
Kawano Natsumi,18389,Shiawase Namida
Kawashima Eigo,5028,Sake To Namidato Otoko To Onna
Kayama Yuzo,2194,Umi - Sono Ai
Kayama Yuzo,2280,Koi Wa Akai Bara
Kayama Yuzo,5010,Kimi To Itsumademo
Kayama Yuzo,5263,Tabi Bitoyo
Kayama Yuzo,5267,Yuhi Wa Akaku
Kayama Yuzo,5277,Boku No Imooto Ni
Kayama Yuzo,5642,Yozora No Hoshi
Kayama Yuzo,5655,Ai No Hoshi Kusu
Kayama Yuzo E Tanimura Shinji,5461,Sarai
KC and The Sunchine Band,20386,KEEP IT COMIN LOVE
Kc And The Sunshine Band,69862,Boogie Shoes
Kc And The Sunshine Band,69863,Get Down Tonight
Kc And The Sunshine Band,69864,I'M Your Boogie Man
Kc And The Sunshine Band,69865,Keep It Comin' Love
Kc And The Sunshine Band,4953,Please Don'T Go
Kc And The Sunshine Band,9053,"Shake, Shake, Shake (Shake Your Booty)"
Kc And The Sunshine Band,19633,That'S The Way (I Like It)
Kc And The Sunshine Band,19736,Give It Up
K-Ci And Jojo,20136,ALL MY LIFE
K-Ci E Jojo,69822,It'S Me
Ke$Ha,69871,We R Who We R
Keala Settle,20058,This Is Me
Keane,62635,Bedshaped
Keane,62636,Bend E Break
Keane,62637,Can'T Stop Now
Keane,62639,She Has No Time
Keane,62641,Sunshine
Keane,62643,Untitled
Keane,62644,We Might As Well Be Strangers
Keane,62645,Your Eyes Open
Keane,2573,Everybody'S Changing
Keane,2580,This Is The Last Time
Keane,5974,Somewhere Only We Know
Keane,9262,Is It Any Wonder
KEANE,97420,EVERYBORY'S CHANGING
Keb' Mo',69872,Do It Right
Kei Unsuku,2061,Ai Hitotsu Yume Hitotsu
Kei Unsuku,2084,Goodbye Love
Kei Unsuku,2198,Yes To Kotaete
Kei Unsuku,5262,Suzume No Namida
Kei Unsuku,5276,Besa Me Mucho
Kei Unsuku,5323,Amore (Hagueshiku Aishite)
Kei Unsuku,5368,Hana No Youni Tori No Youni
Kei Unsuku,5377,Ibiyor
Kei Unsuku,5384,J
Kei Unsuku,5415,Mayonaka No Shawa
Kei Unsuku,5445,Osaka Boshyoku
Kei Unsuku,5462,Saran He (Aishitemassu)
Kei Unsuku,5479,Tokyo Hold Me Tight
Kei Unsuku,5497,Yoi Dorete
Kei Unsuku,5647,Yume Onna
Kei Unsuku,5664,Anata No Sobani
Kei Unsuku,5780,Please
Kei Unsuku,5809,Shouwa Saigo No Aki No Koto
Kei Unsuku,18281,Ai No Meiro
Keith,69873,98.6
Keith Harling,69874,Bring It On
Keith Harling,69875,Papa Bear
Keith Urban,69876,Better Life
Keith Urban,69877,It'S A Love Thing
Keith Urban,69878,"John Cougar, John Deere, John 3 16"
Keith Urban,69879,Kiss A Girl
Keith Urban,69880,Little Bit Of Everything
Keith Urban,69881,Raise 'Em Up
Keith Urban,69882,Sweet Thing
Keith Urban,69883,Who Wouldn'T Wanna Be Me
Keith Urban,69884,You Gonna Fly
Keith Urban,69885,Your Everything
Keith Whitley,62646,Don'T Close Your Eyes
Keith Whitley,69886,Homecoming '63
Keith Whitley,69887,I Wonder Do You Think Of Me
Keith Whitley,69888,I'M No Stranger To The Rain
Keith Whitley,69889,I'M Over You
Keith Whitley,69890,It Ain'T Nothin'
Keith Whitley,69891,Some Old Side Road
Keith Whitley,69892,Somebody'S Doin' Me Right
Keith Whitley,69893,Talk To Me Texas
Keith Whitley,69894,There'S A New Kid In Town
"Keith Whitley, Earl Thomas Conley",69895,Brotherly Love
Kellie Pickler,69896,Best Days Of Your Life
Kellie Pickler,69897,Tough
KELLY CLARCKSON,97421,BECAUSE OF YOU
KELLY CLARCKSON,97422,BEHIND THESE HAZEL EYES
KELLY CLARCKSON,97423,MY LIFE WOULD SUCK WITHOUT YOU
Kelly Clarkson,69898,Dark Side
Kelly Clarkson,69899,Invincible
Kelly Clarkson,69900,Let Your Tears Fall
Kelly Clarkson,69901,Low
Kelly Clarkson,69902,Since U Been Gone
Kelly Clarkson,69903,Some Kind Of Miracle
Kelly Clarkson,69904,Someone
Kelly Clarkson,9205,Because Of You
Kelly Clarkson,9207,Breakaway
Kelly Clarkson,19018,Stronger
Kelly Clarkson,19416,Anytime
Kelly Clarkson,19533,Miss Independent
Kelly Clarkson,19639,Walk Away
Kelly Clarkson,20073,I Dont Think About You
Kelly Rowland,69905,Can'T Nobody
Kelly Willis,69906,Not Forgotten You
Kelsea Ballerini,69907,Legends
Kelsea Ballerini,69908,Love Me Like You Mean It
Kem E Chrisette Michele,62649,If It'S Love
KEN BOOTH,97077,EVERYTHING I OWN ( REMIX REGGAE )
Ken Dodd,62650,Happiness
Kenjiro,18349,Oyaji Yo
Kenny Chesney,62655,All I Need To Know
Kenny Chesney,62656,All I Want For Christmas Is A Real Good Tan
Kenny Chesney,62657,Anything But Mine
