Intérprete,Código,Título
Joao Neto e Frederico,17039,MODA DERRAMADA
João Neto E Frederico,52521,A Sua Vista
João Neto E Frederico,52522,Agarra Agarra
João Neto E Frederico,52524,Chora
João Neto E Frederico,52526,Coração Pede Carona
João Neto E Frederico,52532,Mais Um Sonhador
João Neto E Frederico,52533,Marmiteiro
João Neto E Frederico,52534,Meu Anjo
João Neto E Frederico,52535,Moda Derramada
João Neto E Frederico,52537,Não É Chuva De Verão
João Neto E Frederico,52538,Parece Castigo
João Neto E Frederico,52539,Presto Pouco
João Neto E Frederico,52540,Pura Magia
João Neto E Frederico,52541,Revelação
João Neto E Frederico,52542,Saudade Do Caramba
João Neto E Frederico,52543,Só De Você
João Neto E Frederico,52545,To Morando Sozinho
João Neto E Frederico,52546,Ultima Dose
João Neto E Frederico,57163,A Delegada
João Neto E Frederico,57166,Chorou Na Escadaria
João Neto E Frederico,57184,É Claro Que Eu Tô
João Neto E Frederico,67082,A Nossa Música
João Neto E Frederico,67083,Mania Doida
João Neto E Frederico,1187,Detonou
João Neto E Frederico,1392,O Cara Errado
João Neto E Frederico,1446,Bebo E Dou Trabalho
João Neto E Frederico,1454,Galera Do Boteco
João Neto E Frederico,1550,É Pra Valer
João Neto E Frederico,1554,Filme De Amor
João Neto E Frederico,1694,Não Vou Mais Chorar
João Neto E Frederico,1848,Meu Coração Pede Carona
João Neto E Frederico,2808,Lê Lê Lê
João Neto E Frederico,2817,Tá Combinado
João Neto E Frederico,9660,Difícil
João Neto E Frederico,9861,Pega Fogo Cabaré
João Neto E Frederico,15020,Te Amo E Nada Mais
João Neto E Frederico,15386,Melhor Amiga
João Neto E Frederico,15452,Crime Perfeito
João Neto E Frederico,15618,Pagode Em Brasília
João Neto E Frederico,16059,Ele Não Vai Mudar
João Neto E Frederico,16472,Meio Seu
João Neto E Frederico - Bruno E Marron,15526,Chamam Isso De Traição
João Neto E Frederico - Jorge E Mateus,15167,Clichê
Joao Neto E Frederico - Mc Kevinho,16481,Ce Acredita
João Neto E Frederico - Simone E Simari,16355,Rapariga Não
João Neto E Frederico E Edson E Vinícius,57186,Na Minha Casa Ou Na Sua
João Neto E Frederico E Gustavo Lima,52547,Larguei De Novo
Joao Neto E Frederico E Henrique E Julia,o56981,Pode Isso Produçao
João Neto E Frederico E Jads E Jadson,67085,Vício
João Neto E Frederico E Mc Kevinho,57188,Cê Acredita
Joao Neto E Frederico E Munhoz E Mari,no56982,Balada Louca
João Nogueira,67089,Não Tem Tradução
João Nogueira,15522,Além Do Espelho
João Nogueira,15546,Nó Na Madeira
João Nogueira,16267,Espelho
João Paulo E Daniel,57190,Desejo De Amar
João Paulo E Daniel,57195,Malicia De Mulher
João Paulo E Daniel,57198,Ta Faltando Amor
João Paulo E Daniel,57200,Te Cuida Coração
João Paulo E Daniel,67090,Com Qual Caricia
João Paulo E Daniel,67091,Muda
João Paulo E Daniel,67092,O Cheiro Dela
João Paulo E Daniel,72339,Frente À Frente
João Paulo E Daniel,73028,Acabou
João Paulo E Daniel,3362,Estou Apaixonado
João Paulo E Daniel,3476,Minha Estrela Perdida
João Paulo E Daniel,3754,Hoje Eu Sei
João Paulo E Daniel,3770,Rosto Molhado
João Paulo E Daniel,3779,Você Só Me Faz Feliz
João Paulo E Daniel,3790,Ela Tem O Dom De Me Fazer Chorar
João Paulo E Daniel,3793,Eu Me Amarrei
João Paulo E Daniel,3818,Te Amo Cada Vez Mais
João Paulo E Daniel,3989,As Coisas São Como São
João Paulo E Daniel,6323,Alguém
João Paulo E Daniel,7320,Com Qual Carícia
João Paulo E Daniel,7326,Cuida De Mim
João Paulo E Daniel,7361,Fazenda São Francisco
João Paulo E Daniel,7369,Gruda Em Mim
João Paulo E Daniel,7389,Mini-Saia
João Paulo E Daniel,7414,Poeira Da Estrada
João Paulo E Daniel,7450,Só Dá Você Na Minha Vida
João Paulo E Daniel,7467,Toma Conta De Mim
João Paulo E Daniel,7473,Vazio
João Paulo E Daniel,16212,A Loira Do Carro Branco
João Paulo E Eduardo,1549,Doida
João Paulo E Eduardo,1622,Promessa
João Pedro E Cristiano,4418,Vida Cigana
João Pedro Pais,57201,Ninguem É De Ninguem
João Penca E Seus Miquinhos Amestrad,s 1830,Lágrimas De Crocodilo
João Penca E Seus Miquinhos Amestrad,s 1851,Banana Split
João Penca E Seus Miquinhos Amestrad,s 1866,Como O Macaco Gosta De Banana
João Penca E Seus Miquinhos Amestrad,s 2765,Psicodelismo Em Ipanema
João Penca E Seus Miquinhos Amestrados15552 Papa Uma Ma
João Penca E Seus Miquinhos Amestrados -2 9P1a6ula MToallteinrê No Rian
João Renis E Reny 57202 Ausência
João Sabiá 1670 Ele Vai Dar Pinta
João Só 9281 Menina Da Ladeira
João Stelutti E Bruno E Barretto 73161 Sextazona
João Victor E Ricardo 52551 Campeão De Audiencia
Joaquim E Manoel 1745 Som De Cristal
Joaquim E Manuel 6326 Boate Azul
Joe Euthanázia 1818 Me Leva Pra Casa
Joelma 52355 Game Over
Joelma 73133 Gigantes Do Norte
Joelma 16139 Não Teve Amor
Joelma 16390 Voando Pro Pará
Joelma 73847 Aqueles Tempos
Joelma 74073 Olhos Azuis
Joelma 74074 Pombinha Branca
Joelma E Ivete Sangalo 56985 Amor Novo
John Amplificado 74391 Chega E Senta
John Johnis Anderson Neiff Danilo Chatinh7o4 5M8c2 LaSriagniljoin Phearigoso
Johnny Alf 56986 Eu E A Brisa
Johnny Hooker - Majur - Pabllo Vittar 17295 FLUTUA
Jojo Maronttinni 16302 Que Tiro Foi Esse
Jojo Maronttinni - Du Black - DJ Batata 17003 DOMINADA
Jonas  Esticado E Felipe Araujo 73134 Saudade Boa
Jonas Esticado 52363 A Rosa E O Beija Flor
Jonas Esticado 52364 Agora Me Assiste
Jonas Esticado 52365 Ainda Bem
Jonas Esticado 52366 Amiga Linda
Jonas Esticado 52367 Amor Mal Resolvido
Jonas Esticado 52368 Aquele Ditado
Jonas Esticado 52369 Beber Com Emergência
Jonas Esticado 52370 Com Amor Não Se Brinca
Jonas Esticado 52371 De Quem É A Culpa
Jonas Esticado 52372 Estaca Zero
Jonas Esticado 52373 Eu Você O Mar E Ela
Jonas Esticado 52374 Louca De Saudade
Jonas Esticado 52375 Medidor De Safadeza
Jonas Esticado 52376 Medo Bobo
Jonas Esticado 52377 Melhor Terminar
Jonas Esticado,52378,Meu Coração Deu Pt
Jonas Esticado,52379,Não Existe Amor Sem Briga
Jonas Esticado,52380,Paredes
Jonas Esticado,52381,Pindaíba
Jonas Esticado,52382,Quem Viver Verá
Jonas Esticado,52383,Selfie Desmantelada
Jonas Esticado,52384,Seu Policia
Jonas Esticado,52385,Sonho
Jonas Esticado,52386,Sossega O Coração
Jonas Esticado,52387,Te Assumi Pro Brasil
Jonas Esticado,52388,Tomando Corona
Jonas Esticado,52389,Tô Pra Sacanagem
Jonas Esticado,52390,Tô Te Esperando
Jonas Esticado,67016,Banco Do Carona
Jonas Esticado,67017,De Trás Pra Frente
Jonas Esticado,67018,Jogo Do Amor
Jonas Esticado,67019,Lençol Xadrez
Jonas Esticado,67020,Moça Do Espelho
Jonas Esticado,67021,Nosso Caso Estourou
Jonas Esticado,67022,Não Fala Não Pra Mim
Jonas Esticado,67023,Passinho Do Peter Pan
Jonas Esticado,67024,Primeira Semana
Jonas Esticado,67025,Propaganda
Jonas Esticado,67026,Ta Tum Tum
Jonas Esticado,67027,Um Centímetro
Jonas Esticado,72331,Balinha De Caramelo
Jonas Esticado,72332,Deu Onda
Jonas Esticado,72333,Não Era Pra Eu Te Amar
Jonas Esticado,73135,A Moça Do Espelho
Jonas Esticado,73136,Adivinha
Jonas Esticado,73137,Casaco Verde
Jonas Esticado,73138,Contrario
Jonas Esticado,73139,Crush Blogueirinha
Jonas Esticado,73140,O Melhor Dos Amores
Jonas Esticado,73141,Solinho Agressivo
Jonas Esticado,73142,Vou Beber De Novo
Jonas Esticado,16996,INVESTE EM MIM
Jonas Esticado,74286,Paredão No Talo
Jonas Esticado E Felipe Araújo,73143,Saudade Boa
Jonas Esticado E Thales Lessa,72334,70 Beijos
Jonas Esticado Gusttavo Lima,73862,Ele Não Tem
Jorge Aragao,16573,Identidade
Jorge Aragao,16942,COISA DE PELE
Jorge Aragao,17040,REFLEXAO
Jorge Aragao,17188,SO POR UM MOMENTO
Jorge Aragão,52392,Alvará
Jorge Aragão,52393,Coisa De Pele
Jorge Aragão,52400,Moleque Atrevido
Jorge Aragão,73025,Malandro + Back Vocal
Jorge Aragão,1885,Conselho
Jorge Aragão,4476,Feitio De Paixão
Jorge Aragão,6102,Já É
Jorge Aragão,6139,Malandro
Jorge Aragão,6182,Loucuras De Uma Paixão
Jorge Aragão,6250,Doce Amizade
Jorge Aragão,6321,Abuso De Poder
Jorge Aragão,7360,Falsa Consideração
Jorge Aragão,7403,Papel De Pão
Jorge Aragão,7489,À Sombra Da Amendoeira
Jorge Aragão,15107,É Tanta Essa Dor
Jorge Aragão,15135,Sim
Jorge Aragão,15158,Vingará
Jorge Aragão,73863,Minta Meu Sonho
Jorge Aragão,73864,Resto De Esperança
Jorge Aragão,74392,Você Abusou
Jorge Aragão-Exaltasamba,6016,Eu E Você Sempre
Jorge Aragão-Jorge Vercilo,6569,Encontro Das Águas
Jorge Aragão-Sandra De Sá,16383,Enredo Meu Samba
Jorge Aragão-Zeca Pagodinho,6497,Mutirão De Amor
Jorge Ben,52403,A Banda Do Ze Pretinho
Jorge Ben,52411,Taj Mahal
Jorge Ben,67029,Menina Mulher Da Pele Preta
Jorge Ben,67030,"Minha Teimosia, Uma Arma Pra Te Conquis"
Jorge Ben,67031,O Namorado Da Viúva
Jorge Ben,67033,Zumbi
Jorge Benjor,1377,Carolina Carol Bela
Jorge Benjor,3001,A Banda Do Zé Pretinho
Jorge Benjor,3048,Chove Chuva
Jorge Benjor,3297,W Brasil (Chama O Síndico)
Jorge Benjor,3402,Alcohol
Jorge Benjor,3468,Engenho De Dentro
Jorge Benjor,3721,Que Maravilha
Jorge Benjor,3722,Que Pena (Ela Ja Não Gosta Mais De Mim)
Jorge Benjor,3758,Mas Que Nada
Jorge Benjor,3795,Fio Maravilha
Jorge Benjor,3852,País Tropical
Jorge Benjor,6628,O Telefone Tocou Novamente
Jorge Benjor,6726,Cadê Tereza
Jorge Benjor,6944,Mulher Brasileira
Jorge Benjor,7070,Bebete Vãobora
Jorge Benjor,7083,Caramba Galileu Da Galiléia
Jorge Benjor,7159,Ive Brussel
Jorge Benjor,7204,Os Alquimistas Estão Chegando
Jorge Benjor,7215,Por Causa De Você Menina
Jorge Benjor,7280,Xica Da Silva
Jorge Benjor,7316,Charles Anjo 45
Jorge Benjor,7434,Salve Simpatia
Jorge Benjor,7436,Santa Clara Clareou
Jorge Benjor,9377,A Princesa E O Plebeu
Jorge Benjor,15688,Domingo 23
Jorge E Mateus,57013,31 De Dezembro
Jorge E Mateus,57016,Amor Covarde
Jorge E Mateus,57019,Anjo Da Guarda
Jorge E Mateus,57031,Eu Sosseguei
Jorge E Mateus,57032,Fica Só Um Pouco Mais
Jorge E Mateus,57033,Fogueira
Jorge E Mateus,57034,Invasões
Jorge E Mateus,57037,Medida Certa
Jorge E Mateus,57040,Na Hora Que Você Chamar
Jorge E Mateus,57042,Não Demore A Perceber
Jorge E Mateus,57044,Onde Haja Sol
Jorge E Mateus,57049,Pirraça
Jorge E Mateus,57051,Pra Que Entender
Jorge E Mateus,57053,Pra Ter O Seu Amor
Jorge E Mateus,57054,Prisão Sem Grade
Jorge E Mateus,57055,Se Eu Chorar
Jorge E Mateus,57059,Seu Olhar
Jorge E Mateus,57061,Tem Nada Haver E Te Cuida Coracao
Jorge E Mateus,57064,Um Dia Te Levo Comigo
Jorge E Mateus,57065,Vestígios
Jorge E Mateus,67036,Dona Maria
Jorge E Mateus,67037,Por Que
Jorge E Mateus,67039,Terra Sem Cep
Jorge E Mateus,67040,Trincadinho
Jorge E Mateus,73144,Amores Imortais
Jorge E Mateus,73145,Armadura
Jorge E Mateus,73146,Forró E Paixão
Jorge E Mateus,1154,Traz Ela De Volta Pra Mim
Jorge E Mateus,1160,Vou Fazer Pirraça
Jorge E Mateus,1260,Mistérios
Jorge E Mateus,1330,Voa Beija Flor
Jorge E Mateus,1373,Amor Covarde
Jorge E Mateus,1512,Amo Noite E Dia
Jorge E Mateus,1597,Meu Bem Querer
Jorge E Mateus,1633,Te Cuida Coração
Jorge E Mateus,1645,Aí Já Era
Jorge E Mateus,1651,"Chove, Chove"
Jorge E Mateus,1715,Se Eu Pedir Cê Volta
Jorge E Mateus,1736,Mil Anos
Jorge E Mateus,1758,Tempo Ao Tempo
Jorge E Mateus,1761,200 Por Hora (Um Dia Te Levo Comigo)
Jorge E Mateus,2693,Morena Proibida
Jorge E Mateus,2698,Saudade
Jorge E Mateus,2705,Espelho
Jorge E Mateus,2935,Te Amo Tanto
Jorge E Mateus,9611,Amor Não É Jogo De Azar
Jorge E Mateus,9654,De Tanto Te Querer
Jorge E Mateus,9863,Pode Chorar
Jorge E Mateus,9892,Tem Nada A Ver
Jorge E Mateus,15010,Duas Metades
Jorge E Mateus,15016,O Que É Que Tem
Jorge E Mateus,15035,Flor
Jorge E Mateus,15162,A Hora É Agora
Jorge E Mateus,15301,Logo Eu
Jorge E Mateus,15383,Mastigando Água
Jorge E Mateus,15531,Enquanto Houver Razões
Jorge E Mateus,15594,Seu Astral
Jorge E Mateus,15728,Calma
Jorge E Mateus,15750,Eu Quero Só Você
Jorge E Mateus,15832,Os Anjos Cantam
Jorge E Mateus,15947,Nocaute
Jorge E Mateus,15965,Sosseguei
Jorge E Mateus,16020,Pra Nunca Dizer Adeus
Jorge E Mateus,16100,Louca De Saudade
Jorge E Mateus,16143,Paredes
Jorge E Mateus,16146,Pra Sempre Com Você
Jorge E Mateus,16252,Medida Certa
Jorge E Mateus,16305,Contrato
Jorge E Mateus,16310,A Gente Nem Ficou
Jorge E Mateus,16365,Propaganda
Jorge E Mateus,16450,Fogueira
Jorge E Mateus,16500,Terra Sem Cep
Jorge E Mateus,16560,Tijolao
Jorge E Mateus,16567,Ou Some Ou Soma
Jorge E Mateus,16642,Cheirosa
Jorge E Mateus,16790,Ranking
Jorge e Mateus,16939,TRINCADINHO
Jorge e Mateus,16979,ANTONIMOS
Jorge e Mateus,17027,LANCE INDIVIDUAL
Jorge e Mateus,17139,PRA TER O SEU AMOR
Jorge E Mateus,73865,Paradigmas
Jorge E Mateus,74393,Troca
Jorge e Mateus,17279,TROCA
Jorge e Mateus,17327,PARADIGMAS
Jorge E Mateus - Maestro Pinocchio,16195,Pergunta Boba
Jorge e Mateus - Marilia Mendonca,17185,ME AME MAIS
Jorge E Mateus E Bruninho E Davi,57005,Onde Nasce O Sol
Jorge E Mateus E João Bosco E Vinícius,57008,Abelha
Jorge E Mateus E João Neto E Frederico,57009,Cliche
Jorge E Mateus E Maná,57010,Você É Minha Religião
Jorge E Mateus E Matheus E Kauan,57011,Mundo Paralelo
Jorge E Mateus E Sorriso Maroto,57012,Guerra Fria
Jorge E Mateus-Cristiano Araújo,1817,Efeitos
Jorge E Matheus,52415,Alguem No Seu Lugar
Jorge E Matheus,52418,Amor Pra Recomeçar
Jorge E Matheus,52419,Antonimos
Jorge E Matheus,52420,Castigo
Jorge E Matheus,52421,Chove Chove
Jorge E Matheus,52422,Coisas De Quem Ama
Jorge E Matheus,52423,Conto Até Dez
Jorge E Matheus,52425,De Tanto Te Querer
Jorge E Matheus,52426,Do Brasil A Argentina
Jorge E Matheus,52430,Esquece O Medo
Jorge E Matheus,52435,Marca Evidente
Jorge E Matheus,52440,Ou Some Ou Soma
Jorge E Matheus,52442,Passa Esse Modão
Jorge E Matheus,52444,Pode Chorar
Jorge E Matheus,52446,Problema
Jorge E Matheus,52447,Se O Amor Tiver Lugar
Jorge E Matheus,52452,Vou Fazer Pirraça
Jorge E Matheus,52453,Vou Voando
Jorge E Matheus,67043,Olhares Sinceros
Jorge E Matheus,73147,Mala Pronta
Jorge E Matheus,73148,Parede Branca
Jorge E Xand Aviões,52454,Reza Ai
Jorge Guilherme,1779,Vestígios
Jorge Moisés,73149,Por Amor
Jorge Moisés,73150,Quebramos O Pau
Jorge Moisés,73151,Seu Adeus Doeu Demais
Jorge Vercillo,16545,Nas Minhas Maos
Jorge Vercilo,52457,Final Feliz
Jorge Vercilo,57069,Do Jeito Que For
Jorge Vercilo,1163,Devaneio
Jorge Vercilo,1236,Toda Espera
Jorge Vercilo,1292,Invisível
Jorge Vercilo,1563,Deve Ser
Jorge Vercilo,2681,Avesso
Jorge Vercilo,6175,Em Órbita
Jorge Vercilo,6473,Que Nem Maré
Jorge Vercilo,6494,Homem-Aranha
Jorge Vercilo,6536,Fênix
Jorge Vercilo,6662,Monalisa
Jorge Vercilo,6902,Ciclo
Jorge Vercilo,6981,Signo De Ar
Jorge Vercilo,6994,Ultra Leve Amor
Jorge Vercilo,7165,Leve
Jorge Vercilo,7600,Eu E A Vida
Jorge Vercilo,7616,Himalaia
Jorge Vercilo,7626,Livre
Jorge Vercilo,7637,Melhor Lugar
Jorge Vercilo,7672,Penso Em Ti
Jorge Vercilo,7680,Praia Nua
Jorge Vercilo,7720,Um Segredo E Um Amor
Jorge Vercilo,9356,Vela De Acender Vela De Navegar
Jorge Vercilo,9447,Ela Une Todas As Coisas
Jorge Vercilo,15139,Ventania
Jorge Vercilo,15228,Face De Narciso
Jorge Vercilo (Vercillo),15409,Fácil De Entender
Jorge Vercilo (Vercillo),15762,Arco-Íris
Jorge Vercilo (Vercillo),16283,Talismã Sem Par
Jorge Vercilo (Vercillo),17102,BEM OU MAL
Jorge Vercilo (Vercillo),17246,O REINO DAS AGUAS CLARAS
Jorge Vercilo E Jorge Aração,57078,Encontro Das Águas
Jorge Vercilo Vercillo - Gabriel Burlamaq,i16738,Linda Flor
Jose Augusto,52461,De Igual Pra Igual
Jose Augusto,52462,Fui Eu
Jose Augusto,52463,Sonho Por Sonho
Jose Augusto,67055,De Repente O Amor
Jose Augusto,67056,Eu Quero Apenas Carinho
Jose Augusto,67057,Hey
Jose Augusto,67058,Indiferença
Jose Augusto,67059,Juro Que Não Vou Mais Chorar
Jose Augusto,67060,Me Esqueci De Viver
Jose Augusto,67062,Separação
Jose Augusto,67063,Sinal Vermelho
Jose Augusto,67065,Só Você
Jose Augusto,67066,Tudo Deu Em Nada
Jose Augusto,16786,Me Esqueci De Viver
Jose Augusto,16902,A NOTE MAIS LINDA
Jose Augusto,17204,JURO QUE NAO VOU MAIS CHORAR
José Augusto,52466,Fantasias
José Augusto,57081,Chuvas De Verão
José Augusto,57086,Luzes Da Ribalta
José Augusto,57088,Quem Nega A Luz  Na Sombra Vai Morrer
José Augusto,67068,A Noite Mais Linda (Seresta)
José Augusto,67069,Ele
José Augusto,73026,Faz De Conta
José Augusto,73152,A Verdade Aparece
José Augusto,73153,Cerca De Espinho
José Augusto,73154,Eu Quero Apenas Carinho
José Augusto,1093,De Que Vale Ter Tudo Na Vida
José Augusto,1598,Meu Primeiro Amor
José Augusto,4023,Aguenta Coração
José Augusto,4172,Sábado
José Augusto,4223,Alma E Coração
José Augusto,9646,Coisas Do Coração
José Augusto,15426,Quero Me Apaixonar
José Augusto,15457,Faz De Conta (L'Italiano)
José Augusto,16084,A Minha História (La Mia Storia Tra Le Dita)
José Augusto,74182,Conselho De Amigo
José Augusto,74183,Ninguém Vai Te Amar Como Eu Te Amei
Jose Augusto - Roupa Nova,17014,EU E VOCE
Jose Augusto E Xuxa,52464,Sonho Meu
José Fogaça,57092,Vento Negro
José Mendes,74075,Picaço Velho
José Ribeiro,73155,A Beleza Da Rosa
José Roberto,73156,Preciso Esquecer Que Te Amo
José Roberto,7306,Benzinho
José Roberto,73866,A Minha Vingança
José Roberto,73867,Lágrima Nos Olhos
José Roberto,74076,Faço Tudo Prá Você Gostar De Mim
José Roberto,74077,Foi A Saudade
José Roberto,74078,Mais Um Bobo
José Roberto,74079,Não Fique Assim
José Roberto,74080,Sílvia Letícia
José Roberto,74394,Tudo Mudou
José Roberto,74519,Resolvi Não Lhe Deixar
José Roberto,74520,Sim Ou Não
José Roberto,74583,Meu Bem Ao Menos Telefone
José Roberto,74584,Ninguém Vai Tirar Você De Mim
José Roberto,74585,Pobre Daquele
Jota Canalha,1208,Chatos Em Desfile
Jota Quest,57096,As Dores Do Mundo
Jota Quest,1029,Vem Andar Comigo
Jota Quest,1081,La Plata
Jota Quest,1213,De Volta Ao Planeta Dos Macacos
Jota Quest,1234,Seis E Trinta
Jota Quest,1439,Único Olhar
Jota Quest,2915,Mais Perto De Mim
Jota Quest,4112,Fácil
Jota Quest,4213,Sempre Assim
Jota Quest,4287,O Vento
Jota Quest,4489,Oxigênio
Jota Quest,6032,Tele-Fome
Jota Quest,6107,O Que Eu Também Não Entendo
Jota Quest,6172,Dias Melhores
Jota Quest,6423,Na Moral
Jota Quest,6509,Só Hoje
Jota Quest,6603,Amor Maior
Jota Quest,6691,Do Seu Lado
Jota Quest,7051,Além Do Horizonte
Jota Quest,7200,O Sol
Jota Quest,7402,Palavras De Um Futuro Bom
Jota Quest,7983,Já Foi
Jota Quest,15381,Mandou Bem
Jota Quest,15513,Tudo Está Parado
Jota Quest,15640,"Waiting For You (Shine On, Shine On)"
Jota Quest,15655,Dentro De Um Abraço
Jota Quest,16202,Encontrar Alguém
Jota Quest,16262,Daqui Só Se Leva O Amor
Jota Quest,16316,Pra Quando Você Se Lembrar De Mim
Jota Quest,16405,Mais Uma Vez
Jota Quest,16483,Morrer De Amor
Jota Quest,16570,Todas As Janelas
Jota Quest - Anitta - Nile Rodgers,15964,Blecaute
Jota Quest - Marcelo Falcão,16335,Você Precisa De Alguém
Jota Quest - Projota,16077,Um Dia Pra Não Se Esquecer (Sunrise)
Jota Quest - Rael,16842,A VOZ DO CORACAO
Jota Quest E Anitta,52477,Blecaute
Jota Quest E Natiruts,57093,Reggae Town
Jotta A,73259,Descansarei
Jotta A,73260,O Extraordinário
Joyce,1448,Clareana
Joyce,7969,Fora De Hora
Jozyanne,74482,Deus Dos Impossíveis
Jozyanne,74483,Herança
Jozyanne,74481,Abra Os Meus Olhos
Juan Luis Guerra,3239,Romance Rosa
Juan Marcus E Vinicius E Dilsinho,73162,Cortesia
Juanes,67093,Para Tu Amor
Juanita E Richard,74397,Guarde O Seu Amor Só Para Mim
Juca Novaes E Lenine,2918,Meio Almodóvar
Juízo Final,5602,Atletas De Cristo
Julia Vitoria,73261,Além Do Rio Azul
Julia Vitória,67094,Tu É Bom
Juliana Baroni,9418,Cidade Triste
Juliana Baroni,9430,"Dance, Dance, Dance"
Juliana Baroni,9524,Quero Te Encontrar
Juliana Baroni-Lorenzo Martins,9492,Não Há Hora Nem Lugar
Juliana Diniz,9314,Para Ficar
Juliano Cezar,67095,A Malvada
Juliano Cezar,74292,Minha História
Juliano Cézar,57204,Bem Aos Olhos Da Lua
Juliano Cézar,57205,Risca Faca
Juliano Cézar E Jads E Jadson,57206,Sonhando Com Você
Juliano Son,72340,Eu Vou Construir
Juliano Son,72341,Lindo És + Só Quero Ver Você
Julieta Venegas-Marisa Monte,9687,Ilusion
Julio Cesar,57207,Tu
Júlio César E Coral Emanuel,74484,Estou Aqui
Júlio César E Coral Emanuel,74485,Sobre Ti
Julio Iglesias,67097,"As Vezes Tu, As Vezes Eu"
Julio Iglesias,7941,Devaneios
Julio Iglesias,9883,Só Você Vai Me Fazer Feliz
Julio Iglesias,16070,O Melhor De Tua Vida (Lo Mejor De Tu Vida
Julio Iglesias,16124,Coração Apaixonado
Julio Iglesias,74187,A Estrada
Julio Iglesias,74188,Eu Nunca Te Esqueci
Julio Iglesias,74189,No Me Vuelvo A Enamorar
Júlio Iglesias,72350,Às Vezes Tu Ás Vezes Eu
Julio Iglesias E Daniel,6038,Viver A Vida
Júlio Nascimento,74587,Meu Amigo Locutor
Junior Vianna,67098,A Novinha Me Perguntou
Junior Vianna,67099,Doutorzinho
Junior Vianna,67100,Homem De Familia
Junior Vianna,67101,Laranjinha
Junior Vianna,67102,Propaganda
Junior Vianna,67103,Quem Pegou Pegou
Junior Vianna,67104,Revoltada
Junior Vianna,67105,Solteiro Não Leva Chifre
Junior Vianna,72342,A Distância Ta Maltratando
Junior Vianna,72343,Ao Vivo E A Cores
Junior Vianna,72344,Cem Mil
Junior Vianna,72345,Juramento Do Dedinho
Junior Vianna,72346,Larguei De Novo
Junior Vianna,72347,Não Troco Por Nada
Junior Vianna,72348,O Que É Amor Pra Você
Junior Vianna,73868,A Gaia Foi Grande
Júnior Vianna,74081,Mundo Doente
Jussara Silveira,1192,Além Do Paraíso
Juventude Sa,4354,História De Amor
Kadoshi,5507,Agradecimento
Kadoshi,5508,Alegria
Kadoshi,5515,Compromisso
Kadoshi,5527,Encontro
Kadoshi,5530,Eu Não Pensava
Kadoshi,5533,Filho Pródigo
Kadoshi,5538,Há Momentos
Kadoshi,5558,O Senhor É A Minha Luz
Kadoshi,5571,Quem Vive Com Cristo
Kadoshi,5573,Quero Sim
Kadoshi,5575,Razão
Kadoshi,5576,Refrigério
Kadoshi,5589,Tenha Fé
Kadoshi,5600,Viver O Amor
Kaleidoscópio,2804,Feliz De Novo
Kaleidoscópio,2900,Você Me Apareceu
Kaleidoscópio,2936,Tem Que Valer
Kaoma,52573,Chorando Se Foi
Kaoma,3836,Dançando Lambada
Karametade,52577,Morango Do Nordeste
Karametade,3748,Decisão
Karametade,3814,Se Melhorar Estraga
Karametade,3882,Louca Sedução
Karametade,4038,Grito De Paixão
Karametade,4285,Nunca Vou Deixar Você
Karametade,4308,Dandá
Karametade,4466,Como É Que Vou Fazer
Karametade,6184,Não Sei Se Te Aceito
Karametade,16400,Toda Mulher
Karametade,74588,Convite De Casamento
Karina Battis,6229,O Dono Dos Meus Sonhos
Karla Sabah,9457,Fato Consumado
Karlos E Alessandro,4392,Deixa
Karnak,2789,Comendo Uva Na Chuva
Karnak,2913,Juvenar
Karol Conka,54780,Tombei
Karol Conka,57211,Pedra Preciosa
Karol Conka - Tropkillaz,17079,TOMBEI
Karol Ka,52578,Pedra Preciosa
Kátia,1333,Direitos
Kátia,1839,Qualquer Jeito
Kátia,7987,Lembranças
Kátia,15216,Cedo Pra Mim
Katinguele,52582,Lua Vai
Katinguele,67109,Mundo Dos Sonhos
Katinguele,67110,Só Mesmo O Teu Amor
Katinguele,17091,FALA DE AMOR PRA MIM
Katinguelê,3318,Corpo Lúcido
Katinguelê,3347,Um Doce Sabor
Katinguelê,3376,No Compasso Do Criador
Katinguelê,3439,Pedindo Bis
Katinguelê,3487,Recado À Minha Amada
Katinguelê,3542,Só Pedindo Bis
Katinguelê,3669,Luana
Katinguelê,3740,Apelo De Quem Ama
Katinguelê,3747,Cilada
Katinguelê,3791,Engraçadinha
Katinguelê,3904,Apaixonadamente
Katinguelê,4090,Pertinho
Katinguelê,4236,Inaraí
Katinguelê,4322,Minha Deusa
Katinguelê,73493,Ainda Resta Uma Bagagem
Katinguelê,17165,PRA GENTE MATAR A SAUDADE
Katinguelê,17378,SEPARACAO
Katinguelê E Belo,73869,Por Amor
Kéfera,67126,Stalkiei Sem Intenção
Kell Smith,67111,Nossa Conversa
Kell Smith,16204,Era Uma Vez
Kell Smith,16434,Girassol
Kell Smith,16716,Mudei
Kell Smith,16900,VULNERAVEL
Kell Smith,16938,SEJA GENTIL
Kellen Byanca,74486,Estou Te Preparando
Kelly Key,52612,Chic Chic
Kelly Key,52613,Escondido
Kelly Key,52614,Indecisão
Kelly Key,1343,Tô Fora
Kelly Key,6325,Baba
Kelly Key,6403,Anjo
Kelly Key,6486,Cachorrinho
Kelly Key,6562,Adoleta
Kelly Key,7068,Barbie Girl
